Year,Month,DayofMonth,DayOfWeek,Carrier,OriginAirportID,OriginAirportName,OriginCity,OriginState,DestAirportID,DestAirportName,DestCity,DestState,CRSDepTime,DepDelay,DepDel15,CRSArrTime,ArrDelay,ArrDel15,Cancelled
2013,4,19,5,US,11057,Charlotte Douglas International,Charlotte,NC,14107,Phoenix Sky Harbor International,Phoenix,AZ,935,-1,0,1105,-2,0,0
2013,5,13,1,AA,10721,Logan International,Boston,MA,13303,Miami International,Miami,FL,545,-1,0,905,9,0,0
2013,10,13,7,VX,11618,Newark Liberty International,Newark,NJ,12892,Los Angeles International,Los Angeles,CA,1855,0,0,2215,1,0,0
2013,5,16,4,WN,11259,Dallas Love Field,Dallas,TX,14683,San Antonio International,San Antonio,TX,1500,9,0,1605,1,0,0
2013,5,25,6,OO,12892,Los Angeles International,Los Angeles,CA,14869,Salt Lake City International,Salt Lake City,UT,726,-5,0,1020,-8,0,0
2013,10,25,5,EV,14122,Pittsburgh International,Pittsburgh,PA,11292,Denver International,Denver,CO,1935,-6,0,2108,-16,0,0
2013,7,23,2,9E,13232,Chicago Midway International,Chicago,IL,11433,Detroit Metro Wayne County,Detroit,MI,1240,273,1,1459,367,1,0
2013,6,23,7,9E,12478,John F. Kennedy International,New York,NY,14122,Pittsburgh International,Pittsburgh,PA,1905,0,0,2103,9,0,0
2013,10,19,6,UA,12892,Los Angeles International,Los Angeles,CA,12478,John F. Kennedy International,New York,NY,1300,33,1,2129,0,0,0
2013,4,24,3,WN,12889,McCarran International,Las Vegas,NV,10423,Austin - Bergstrom International,Austin,TX,1000,21,1,1435,17,1,0
2013,10,3,4,B6,15304,Tampa International,Tampa,FL,10721,Logan International,Boston,MA,1115,-6,0,1407,-14,0,0
2013,7,27,6,US,14100,Philadelphia International,Philadelphia,PA,13303,Miami International,Miami,FL,950,11,0,1243,24,1,0
2013,6,23,7,AA,14100,Philadelphia International,Philadelphia,PA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,1120,-6,0,1355,-30,0,0
2013,9,26,4,OO,14771,San Francisco International,San Francisco,CA,14908,John Wayne Airport-Orange County,Santa Ana,CA,1555,-2,0,1729,-12,0,0
2013,4,21,7,AA,12892,Los Angeles International,Los Angeles,CA,13303,Miami International,Miami,FL,2245,13,0,640,-22,0,0
2013,8,6,2,OO,14869,Salt Lake City International,Salt Lake City,UT,14771,San Francisco International,San Francisco,CA,1502,-5,0,1608,9,0,0
2013,8,18,7,WN,12191,William P Hobby,Houston,TX,13851,Will Rogers World,Oklahoma City,OK,1205,-4,0,1325,-12,0,0
2013,8,30,5,UA,12892,Los Angeles International,Los Angeles,CA,11292,Denver International,Denver,CO,550,1,0,909,-2,0,0
2013,8,9,5,UA,14771,San Francisco International,San Francisco,CA,12892,Los Angeles International,Los Angeles,CA,1850,59,1,2025,47,1,0
2013,9,18,3,US,13495,Louis Armstrong New Orleans International,New Orleans,LA,14100,Philadelphia International,Philadelphia,PA,640,-8,0,1024,-19,0,0
2013,10,31,4,US,12953,LaGuardia,New York,NY,11057,Charlotte Douglas International,Charlotte,NC,1450,-6,0,1649,11,0,0
2013,7,9,2,UA,13930,Chicago O'Hare International,Chicago,IL,12889,McCarran International,Las Vegas,NV,2044,58,1,2232,46,1,0
2013,7,2,2,WN,11259,Dallas Love Field,Dallas,TX,15016,Lambert-St. Louis International,St. Louis,MO,1755,12,0,1935,6,0,0
2013,6,1,6,MQ,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,13342,General Mitchell International,Milwaukee,WI,955,6,0,1215,21,1,0
2013,9,20,5,WN,13198,Kansas City International,Kansas City,MO,11292,Denver International,Denver,CO,1345,-2,0,1425,1,0,0
2013,9,29,7,DL,12339,Indianapolis International,Indianapolis,IN,11433,Detroit Metro Wayne County,Detroit,MI,645,-3,0,803,-16,0,0
2013,10,21,1,US,11057,Charlotte Douglas International,Charlotte,NC,14107,Phoenix Sky Harbor International,Phoenix,AZ,1131,-1,0,1257,-1,0,0
2013,10,8,2,EV,11618,Newark Liberty International,Newark,NJ,12339,Indianapolis International,Indianapolis,IN,1330,-8,0,1539,-26,0,0
2013,4,8,1,WN,15016,Lambert-St. Louis International,St. Louis,MO,13204,Orlando International,Orlando,FL,1630,-5,0,1945,-12,0,0
2013,8,16,5,DL,14869,Salt Lake City International,Salt Lake City,UT,13796,Metropolitan Oakland International,Oakland,CA,1124,0,0,1227,-7,0,0
2013,9,25,3,WN,14107,Phoenix Sky Harbor International,Phoenix,AZ,14908,John Wayne Airport-Orange County,Santa Ana,CA,1600,43,1,1705,47,1,0
2013,10,16,3,AA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,14771,San Francisco International,San Francisco,CA,1640,8,0,1820,19,1,0
2013,5,3,5,HA,12173,Honolulu International,Honolulu,HI,13830,Kahului Airport,Kahului,HI,1846,-6,0,1923,-9,0,0
2013,4,28,7,DL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,12478,John F. Kennedy International,New York,NY,1805,42,1,2038,27,1,0
2013,7,7,7,WN,13495,Louis Armstrong New Orleans International,New Orleans,LA,11259,Dallas Love Field,Dallas,TX,1545,15,1,1705,15,1,0
2013,6,6,4,AS,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,14747,Seattle/Tacoma International,Seattle,WA,1930,-2,0,2140,1,0,0
2013,8,8,4,MQ,12953,LaGuardia,New York,NY,11042,Cleveland-Hopkins International,Cleveland,OH,1325,2,0,1505,21,1,0
2013,7,19,5,WN,14570,Reno/Tahoe International,Reno,NV,14747,Seattle/Tacoma International,Seattle,WA,1645,-1,0,1825,10,0,0
2013,6,2,7,UA,13930,Chicago O'Hare International,Chicago,IL,10299,Ted Stevens Anchorage International,Anchorage,AK,1514,46,1,1900,27,1,0
2013,7,12,5,MQ,12892,Los Angeles International,Los Angeles,CA,14869,Salt Lake City International,Salt Lake City,UT,1705,122,1,1950,113,1,0
2013,8,5,1,EV,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,11042,Cleveland-Hopkins International,Cleveland,OH,1426,-4,0,1615,-13,0,0
2013,4,11,4,WN,13891,Ontario International,Ontario,CA,12889,McCarran International,Las Vegas,NV,1215,6,0,1310,9,0,0
2013,8,10,6,AA,13930,Chicago O'Hare International,Chicago,IL,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,1545,2,0,1820,-18,0,0
2013,9,24,2,WN,14747,Seattle/Tacoma International,Seattle,WA,14107,Phoenix Sky Harbor International,Phoenix,AZ,1510,17,1,1800,7,0,0
2013,9,11,3,US,10721,Logan International,Boston,MA,12953,LaGuardia,New York,NY,1100,-7,0,1214,2,0,0
2013,7,24,3,UA,12266,George Bush Intercontinental/Houston,Houston,TX,14057,Portland International,Portland,OR,901,2,0,1124,-5,0,0
2013,5,31,5,WN,14057,Portland International,Portland,OR,14869,Salt Lake City International,Salt Lake City,UT,1845,-2,0,2130,-9,0,0
2013,10,5,6,AA,12889,McCarran International,Las Vegas,NV,12478,John F. Kennedy International,New York,NY,800,0,0,1605,-22,0,0
2013,8,21,3,DL,10721,Logan International,Boston,MA,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,1200,-2,0,1440,24,1,0
2013,9,19,4,AA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,13851,Will Rogers World,Oklahoma City,OK,1920,4,0,2020,0,0,0
2013,9,17,2,WN,11292,Denver International,Denver,CO,14869,Salt Lake City International,Salt Lake City,UT,1450,10,0,1615,6,0,0
2013,8,9,5,MQ,13930,Chicago O'Hare International,Chicago,IL,11433,Detroit Metro Wayne County,Detroit,MI,915,-3,0,1130,-16,0,0
2013,7,25,4,AA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,11618,Newark Liberty International,Newark,NJ,735,-6,0,1205,7,0,0
2013,9,27,5,9E,10423,Austin - Bergstrom International,Austin,TX,11433,Detroit Metro Wayne County,Detroit,MI,1242,0,0,1642,0,0,0
2013,5,2,4,WN,13232,Chicago Midway International,Chicago,IL,10423,Austin - Bergstrom International,Austin,TX,1440,13,0,1715,10,0,0
2013,7,16,2,DL,13487,Minneapolis-St Paul International,Minneapolis,MN,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,630,-4,0,956,0,0,0
2013,8,25,7,DL,13487,Minneapolis-St Paul International,Minneapolis,MN,13198,Kansas City International,Kansas City,MO,1310,-4,0,1435,-10,0,0
2013,8,7,3,DL,14869,Salt Lake City International,Salt Lake City,UT,11278,Ronald Reagan Washington National,Washington,DC,955,-3,0,1600,-8,0,0
2013,6,28,5,EV,14730,Louisville International-Standiford Field,Louisville,KY,12266,George Bush Intercontinental/Houston,Houston,TX,1838,76,1,1953,89,1,0
2013,7,21,7,WN,13871,Eppley Airfield,Omaha,NE,15016,Lambert-St. Louis International,St. Louis,MO,650,-1,0,800,-11,0,0
2013,10,3,4,AA,13930,Chicago O'Hare International,Chicago,IL,11292,Denver International,Denver,CO,735,-5,0,905,-3,0,0
2013,7,8,1,WN,14683,San Antonio International,San Antonio,TX,10821,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,1620,-3,0,2050,14,0,0
2013,5,24,5,WN,13487,Minneapolis-St Paul International,Minneapolis,MN,15016,Lambert-St. Louis International,St. Louis,MO,1600,116,1,1725,107,1,0
2013,5,1,3,WN,12451,Jacksonville International,Jacksonville,FL,12191,William P Hobby,Houston,TX,1945,-2,0,2110,-20,0,0
2013,5,2,4,UA,11618,Newark Liberty International,Newark,NJ,13204,Orlando International,Orlando,FL,1730,0,0,2017,-3,0,0
2013,4,24,3,EV,13930,Chicago O'Hare International,Chicago,IL,11193,Cincinnati/Northern Kentucky International,Cincinnati,OH,600,-5,0,815,-6,0,0
2013,6,23,7,AA,13487,Minneapolis-St Paul International,Minneapolis,MN,13930,Chicago O'Hare International,Chicago,IL,1330,-6,0,1500,-11,0,0
2013,6,26,3,AA,12892,Los Angeles International,Los Angeles,CA,12478,John F. Kennedy International,New York,NY,2130,0,0,550,-3,0,0
2013,6,27,4,AA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,13891,Ontario International,Ontario,CA,2200,98,1,2255,78,1,0
2013,8,20,2,MQ,12191,William P Hobby,Houston,TX,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,1205,6,0,1315,7,0,0
2013,4,27,6,DL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,13303,Miami International,Miami,FL,1935,-6,0,2130,-13,0,0
2013,4,7,7,OO,13244,Memphis International,Memphis,TN,13851,Will Rogers World,Oklahoma City,OK,1350,18,1,1522,15,1,0
2013,6,25,2,WN,12191,William P Hobby,Houston,TX,14107,Phoenix Sky Harbor International,Phoenix,AZ,1950,39,1,2025,25,1,0
2013,5,24,5,9E,13487,Minneapolis-St Paul International,Minneapolis,MN,12478,John F. Kennedy International,New York,NY,1415,10,0,1813,-2,0,0
2013,4,11,4,MQ,10693,Nashville International,Nashville,TN,13930,Chicago O'Hare International,Chicago,IL,2010,145,1,2145,160,1,0
2013,9,23,1,WN,13796,Metropolitan Oakland International,Oakland,CA,10423,Austin - Bergstrom International,Austin,TX,1005,13,0,1535,-10,0,0
2013,10,26,6,AA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,15376,Tucson International,Tucson,AZ,1220,4,0,1240,3,0,0
2013,8,19,1,EV,12953,LaGuardia,New York,NY,12264,Washington Dulles International,Washington,DC,1005,-10,0,1130,-28,0,0
2013,6,14,5,HA,12173,Honolulu International,Honolulu,HI,13830,Kahului Airport,Kahului,HI,1244,-2,0,1323,0,0,0
2013,5,31,5,MQ,10693,Nashville International,Nashville,TN,13930,Chicago O'Hare International,Chicago,IL,1420,7,0,1600,-2,0,0
2013,7,25,4,B6,12478,John F. Kennedy International,New York,NY,10721,Logan International,Boston,MA,1242,3,0,1349,5,0,0
2013,10,30,3,WN,14908,John Wayne Airport-Orange County,Santa Ana,CA,14893,Sacramento International,Sacramento,CA,1705,6,0,1825,6,0,0
2013,5,3,5,UA,12266,George Bush Intercontinental/Houston,Houston,TX,14771,San Francisco International,San Francisco,CA,1548,-5,0,1804,1,0,0
2013,6,5,3,US,11278,Ronald Reagan Washington National,Washington,DC,11057,Charlotte Douglas International,Charlotte,NC,1345,-4,0,1506,-12,0,0
2013,9,4,3,UA,13930,Chicago O'Hare International,Chicago,IL,12953,LaGuardia,New York,NY,2020,-1,0,2330,-10,0,0
2013,4,23,2,UA,14747,Seattle/Tacoma International,Seattle,WA,12266,George Bush Intercontinental/Houston,Houston,TX,2327,-2,0,540,-16,0,0
2013,7,15,1,US,11618,Newark Liberty International,Newark,NJ,14107,Phoenix Sky Harbor International,Phoenix,AZ,655,-5,0,906,-14,0,0
2013,6,17,1,EV,14730,Louisville International-Standiford Field,Louisville,KY,12264,Washington Dulles International,Washington,DC,1415,-3,0,1549,-10,0,0
2013,9,23,1,US,11057,Charlotte Douglas International,Charlotte,NC,14100,Philadelphia International,Philadelphia,PA,1440,14,0,1617,5,0,0
2013,4,4,4,EV,15016,Lambert-St. Louis International,St. Louis,MO,11433,Detroit Metro Wayne County,Detroit,MI,1345,98,1,1620,85,1,0
2013,8,26,1,WN,15016,Lambert-St. Louis International,St. Louis,MO,10721,Logan International,Boston,MA,1910,0,0,2240,9,0,0
2013,4,9,2,WN,13204,Orlando International,Orlando,FL,11292,Denver International,Denver,CO,1910,43,1,2115,42,1,0
2013,4,30,2,OO,14683,San Antonio International,San Antonio,TX,13930,Chicago O'Hare International,Chicago,IL,1734,26,1,2015,17,1,0
2013,9,11,3,DL,14747,Seattle/Tacoma International,Seattle,WA,12478,John F. Kennedy International,New York,NY,700,-3,0,1517,-11,0,0
2013,8,9,5,AA,12892,Los Angeles International,Los Angeles,CA,12478,John F. Kennedy International,New York,NY,930,45,1,1810,40,1,0
2013,5,9,4,HA,12173,Honolulu International,Honolulu,HI,13830,Kahului Airport,Kahului,HI,1846,2,0,1923,2,0,0
2013,9,24,2,UA,12266,George Bush Intercontinental/Houston,Houston,TX,11618,Newark Liberty International,Newark,NJ,1421,-4,0,1901,-20,0,0
2013,6,16,7,WN,12889,McCarran International,Las Vegas,NV,14570,Reno/Tahoe International,Reno,NV,1055,12,0,1210,6,0,0
2013,7,31,3,MQ,13303,Miami International,Miami,FL,13244,Memphis International,Memphis,TN,1105,-7,0,1230,-6,0,0
2013,9,23,1,UA,14057,Portland International,Portland,OR,11292,Denver International,Denver,CO,1124,0,0,1453,-16,0,0
2013,5,10,5,WN,13495,Louis Armstrong New Orleans International,New Orleans,LA,13204,Orlando International,Orlando,FL,2100,-5,0,2335,-18,0,0
2013,10,24,4,WN,14843,Luis Munoz Marin International,San Juan,PR,13204,Orlando International,Orlando,FL,710,-4,0,1010,-3,0,0
2013,8,11,7,WN,12892,Los Angeles International,Los Angeles,CA,11292,Denver International,Denver,CO,1225,5,0,1535,5,0,0
2013,10,29,2,AA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,14122,Pittsburgh International,Pittsburgh,PA,935,-3,0,1315,-14,0,0
2013,9,14,6,AA,15016,Lambert-St. Louis International,St. Louis,MO,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,1240,-5,0,1430,-23,0,0
2013,8,12,1,MQ,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,13342,General Mitchell International,Milwaukee,WI,1220,14,0,1445,26,1,0
2013,6,26,3,UA,14100,Philadelphia International,Philadelphia,PA,12266,George Bush Intercontinental/Houston,Houston,TX,1244,5,0,1505,-9,0,0
2013,6,13,4,UA,10721,Logan International,Boston,MA,14771,San Francisco International,San Francisco,CA,1130,141,1,1451,155,1,0
2013,8,15,4,WN,12191,William P Hobby,Houston,TX,14107,Phoenix Sky Harbor International,Phoenix,AZ,1205,39,1,1240,41,1,0
2013,6,20,4,YV,10529,Bradley International,Hartford,CT,12264,Washington Dulles International,Washington,DC,1913,-7,0,2031,-16,0,0
2013,7,19,5,WN,13342,General Mitchell International,Milwaukee,WI,12953,LaGuardia,New York,NY,850,4,0,1200,-5,0,0
2013,4,18,4,DL,12953,LaGuardia,New York,NY,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,1800,2,0,2035,-20,0,0
2013,5,28,2,AA,13303,Miami International,Miami,FL,10821,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,830,-5,0,1100,-7,0,0
2013,5,11,6,FL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,14524,Richmond International,Richmond,VA,1752,-3,0,1933,-13,0,0
2013,4,1,1,AA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,13495,Louis Armstrong New Orleans International,New Orleans,LA,1400,-2,0,1525,-15,0,0
2013,4,12,5,AA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,13303,Miami International,Miami,FL,1555,0,0,1950,-12,0,0
2013,5,20,1,WN,12953,LaGuardia,New York,NY,13232,Chicago Midway International,Chicago,IL,2055,35,1,2225,6,0,0
2013,10,24,4,WN,12889,McCarran International,Las Vegas,NV,11292,Denver International,Denver,CO,1845,0,0,2140,-5,0,0
2013,6,21,5,US,14057,Portland International,Portland,OR,14100,Philadelphia International,Philadelphia,PA,820,-5,0,1624,26,1,0
2013,5,2,4,EV,12451,Jacksonville International,Jacksonville,FL,11618,Newark Liberty International,Newark,NJ,1153,-7,0,1420,-6,0,0
2013,7,8,1,WN,10721,Logan International,Boston,MA,10821,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,1140,0,0,1305,4,0,0
2013,10,23,3,WN,14683,San Antonio International,San Antonio,TX,13232,Chicago Midway International,Chicago,IL,1715,6,0,1950,2,0,0
2013,7,21,7,WN,14831,Norman Y. Mineta San Jose International,San Jose,CA,14057,Portland International,Portland,OR,1245,23,1,1425,15,1,0
2013,6,4,2,UA,12266,George Bush Intercontinental/Houston,Houston,TX,14843,Luis Munoz Marin International,San Juan,PR,1036,-1,0,1602,-9,0,0
2013,4,15,1,AA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,14869,Salt Lake City International,Salt Lake City,UT,1205,-4,0,1345,8,0,0
2013,10,24,4,WN,14893,Sacramento International,Sacramento,CA,10800,Bob Hope,Burbank,CA,1605,2,0,1715,-4,0,0
2013,4,25,4,DL,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,1330,-2,0,1634,-1,0,0
2013,8,4,7,DL,13232,Chicago Midway International,Chicago,IL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,600,-7,0,847,-19,0,0
2013,8,26,1,AA,13930,Chicago O'Hare International,Chicago,IL,12953,LaGuardia,New York,NY,1850,-3,0,2210,-22,0,0
2013,10,28,1,DL,13930,Chicago O'Hare International,Chicago,IL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,1915,-2,0,2210,10,0,0
2013,10,23,3,AA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,14831,Norman Y. Mineta San Jose International,San Jose,CA,730,-4,0,900,-7,0,0
2013,8,23,5,AA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,14683,San Antonio International,San Antonio,TX,1210,-1,0,1315,-14,0,0
2013,4,7,7,UA,11292,Denver International,Denver,CO,14771,San Francisco International,San Francisco,CA,2149,-6,0,2331,-2,0,0
2013,8,21,3,AA,13930,Chicago O'Hare International,Chicago,IL,12953,LaGuardia,New York,NY,1130,-6,0,1440,-14,0,0
2013,4,16,2,9E,13487,Minneapolis-St Paul International,Minneapolis,MN,11193,Cincinnati/Northern Kentucky International,Cincinnati,OH,1130,33,1,1424,15,1,0
2013,7,28,7,UA,11292,Denver International,Denver,CO,13871,Eppley Airfield,Omaha,NE,942,-1,0,1205,-4,0,0
2013,6,7,5,MQ,13930,Chicago O'Hare International,Chicago,IL,14122,Pittsburgh International,Pittsburgh,PA,1000,2,0,1230,1,0,0
2013,6,21,5,UA,14771,San Francisco International,San Francisco,CA,13204,Orlando International,Orlando,FL,1615,1,0,30,-12,0,0
2013,7,31,3,OO,14570,Reno/Tahoe International,Reno,NV,14771,San Francisco International,San Francisco,CA,530,-12,0,638,-15,0,0
2013,5,8,3,FL,14492,Raleigh-Durham International,Raleigh/Durham,NC,13204,Orlando International,Orlando,FL,740,-6,0,915,-8,0,0
2013,9,2,1,YV,12451,Jacksonville International,Jacksonville,FL,12264,Washington Dulles International,Washington,DC,1920,-7,0,2107,-13,0,0
2013,5,16,4,B6,14771,San Francisco International,San Francisco,CA,12478,John F. Kennedy International,New York,NY,700,-4,0,1538,-2,0,0
2013,9,29,7,AS,14747,Seattle/Tacoma International,Seattle,WA,14679,San Diego International,San Diego,CA,725,-1,0,1000,-6,0,0
2013,6,25,2,WN,13232,Chicago Midway International,Chicago,IL,14679,San Diego International,San Diego,CA,1120,11,0,1325,7,0,0
2013,7,1,1,DL,14683,San Antonio International,San Antonio,TX,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,625,58,1,950,42,1,0
2013,8,26,1,WN,12339,Indianapolis International,Indianapolis,IN,12191,William P Hobby,Houston,TX,1700,32,1,1825,16,1,0
2013,10,27,7,US,14100,Philadelphia International,Philadelphia,PA,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,1610,-7,0,1835,-27,0,0
2013,10,25,5,EV,12264,Washington Dulles International,Washington,DC,12953,LaGuardia,New York,NY,1709,-6,0,1830,13,0,0
2013,9,21,6,EV,11042,Cleveland-Hopkins International,Cleveland,OH,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,700,0,0,846,-8,0,0
2013,7,16,2,MQ,11278,Ronald Reagan Washington National,Washington,DC,10693,Nashville International,Nashville,TN,1650,-6,0,1740,29,1,0
2013,10,26,6,WN,14100,Philadelphia International,Philadelphia,PA,11292,Denver International,Denver,CO,1520,10,0,1730,-6,0,0
2013,10,20,7,WN,14107,Phoenix Sky Harbor International,Phoenix,AZ,13198,Kansas City International,Kansas City,MO,1420,23,1,1850,19,1,0
2013,4,10,3,FL,13232,Chicago Midway International,Chicago,IL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,1158,21,1,1440,34,1,0
2013,6,4,2,YV,10800,Bob Hope,Burbank,CA,14107,Phoenix Sky Harbor International,Phoenix,AZ,1239,-9,0,1406,4,0,0
2013,6,6,4,AA,13871,Eppley Airfield,Omaha,NE,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,1825,71,1,2015,61,1,0
2013,6,24,1,UA,12892,Los Angeles International,Los Angeles,CA,11618,Newark Liberty International,Newark,NJ,655,17,1,1526,11,0,0
2013,6,26,3,WN,14057,Portland International,Portland,OR,14570,Reno/Tahoe International,Reno,NV,910,0,0,1040,-15,0,0
2013,6,14,5,AA,13303,Miami International,Miami,FL,14100,Philadelphia International,Philadelphia,PA,1450,-6,0,1745,-18,0,0
2013,10,22,2,DL,12953,LaGuardia,New York,NY,13487,Minneapolis-St Paul International,Minneapolis,MN,1615,0,0,1824,-8,0,0
2013,9,6,5,OO,14869,Salt Lake City International,Salt Lake City,UT,13871,Eppley Airfield,Omaha,NE,2008,1,0,2322,9,0,0
2013,8,13,2,FL,14100,Philadelphia International,Philadelphia,PA,13204,Orlando International,Orlando,FL,1710,26,1,1955,-7,0,0
2013,8,29,4,HA,12173,Honolulu International,Honolulu,HI,13830,Kahului Airport,Kahului,HI,744,-5,0,820,-3,0,0
2013,8,3,6,US,11057,Charlotte Douglas International,Charlotte,NC,11292,Denver International,Denver,CO,1815,17,1,1948,48,1,0
2013,8,21,3,OO,10693,Nashville International,Nashville,TN,13244,Memphis International,Memphis,TN,1200,-7,0,1303,-10,0,0
2013,6,27,4,FL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,10792,Buffalo Niagara International,Buffalo,NY,2050,80,1,2254,77,1,0
2013,10,21,1,DL,13303,Miami International,Miami,FL,12953,LaGuardia,New York,NY,1305,17,1,1601,10,0,0
2013,10,25,5,OO,12266,George Bush Intercontinental/Houston,Houston,TX,10423,Austin - Bergstrom International,Austin,TX,1130,69,1,1224,67,1,0
2013,8,25,7,AS,14747,Seattle/Tacoma International,Seattle,WA,12889,McCarran International,Las Vegas,NV,935,-5,0,1156,9,0,0
2013,4,4,4,UA,14771,San Francisco International,San Francisco,CA,10423,Austin - Bergstrom International,Austin,TX,1046,-2,0,1615,0,0,0
2013,7,25,4,AS,14747,Seattle/Tacoma International,Seattle,WA,11292,Denver International,Denver,CO,1115,-3,0,1458,-4,0,0
2013,9,15,7,FL,11697,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,14100,Philadelphia International,Philadelphia,PA,1930,-5,0,2210,-10,0,0
2013,10,18,5,DL,11697,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,1245,-3,0,1436,-11,0,0
2013,6,28,5,US,11057,Charlotte Douglas International,Charlotte,NC,12478,John F. Kennedy International,New York,NY,2020,276,1,2214,264,1,0
2013,5,8,3,DL,13204,Orlando International,Orlando,FL,10721,Logan International,Boston,MA,1055,-2,0,1350,-19,0,0
2013,6,6,4,AA,13204,Orlando International,Orlando,FL,12892,Los Angeles International,Los Angeles,CA,1705,-5,0,1930,-27,0,0
2013,6,10,1,9E,10792,Buffalo Niagara International,Buffalo,NY,11433,Detroit Metro Wayne County,Detroit,MI,640,-4,0,802,-10,0,0
2013,5,14,2,EV,13342,General Mitchell International,Milwaukee,WI,12266,George Bush Intercontinental/Houston,Houston,TX,1349,-6,0,1641,-21,0,0
2013,4,2,2,UA,12266,George Bush Intercontinental/Houston,Houston,TX,10721,Logan International,Boston,MA,1920,67,1,2359,46,1,0
2013,9,29,7,WN,12889,McCarran International,Las Vegas,NV,14831,Norman Y. Mineta San Jose International,San Jose,CA,1405,19,1,1535,1,0,0
2013,6,16,7,WN,13891,Ontario International,Ontario,CA,14893,Sacramento International,Sacramento,CA,2155,-4,0,2305,-6,0,0
2013,4,20,6,9E,11193,Cincinnati/Northern Kentucky International,Cincinnati,OH,12478,John F. Kennedy International,New York,NY,1615,-5,0,1822,-31,0,0
2013,4,1,1,DL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,13871,Eppley Airfield,Omaha,NE,2105,120,1,2240,109,1,0
2013,10,8,2,OO,14679,San Diego International,San Diego,CA,12892,Los Angeles International,Los Angeles,CA,1110,-2,0,1200,-5,0,0
2013,4,14,7,AA,11278,Ronald Reagan Washington National,Washington,DC,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,1620,-1,0,1845,-8,0,0
2013,4,9,2,EV,14683,San Antonio International,San Antonio,TX,11433,Detroit Metro Wayne County,Detroit,MI,1650,124,1,2058,127,1,0
2013,4,15,1,B6,10721,Logan International,Boston,MA,14635,Southwest Florida International,Fort Myers,FL,1209,-1,0,1531,-11,0,0
2013,7,11,4,UA,13930,Chicago O'Hare International,Chicago,IL,11278,Ronald Reagan Washington National,Washington,DC,1405,-3,0,1658,-15,0,0
2013,9,30,1,DL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,11042,Cleveland-Hopkins International,Cleveland,OH,1410,-2,0,1556,-5,0,0
2013,5,4,6,MQ,12953,LaGuardia,New York,NY,13487,Minneapolis-St Paul International,Minneapolis,MN,1145,-4,0,1340,-14,0,0
2013,9,20,5,DL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,13930,Chicago O'Hare International,Chicago,IL,1215,0,0,1317,-6,0,0
2013,5,8,3,9E,14492,Raleigh-Durham International,Raleigh/Durham,NC,11193,Cincinnati/Northern Kentucky International,Cincinnati,OH,1120,1,0,1254,-4,0,0
2013,10,1,2,9E,11193,Cincinnati/Northern Kentucky International,Cincinnati,OH,13930,Chicago O'Hare International,Chicago,IL,1350,-3,0,1404,-5,0,0
